time,relative_surge,relative_sway,relative_heave,relative_roll,relative_pitch,relative_yaw
3.32,25.7191886163745,3.43512928715484e-05,0.218239837555708,4.78161078490379e-06,-0.0182869599095962,-3.54557222417114e-06
3.34,25.7205028927403,3.0415549360896e-05,0.227733721864043,5.52710184298074e-06,-0.0195567637230779,-4.0775760992261e-06
3.36,25.7218428973494,2.64152895610437e-05,0.237220145346133,6.26024738466237e-06,-0.0208531081554861,-4.60304216034806e-06
3.38,25.7232056188882,2.23567199846286e-05,0.246678888933383,6.9793763484578e-06,-0.0221730747915742,-5.12081973491161e-06
3.4,25.7245880193717,1.82461528144273e-05,0.256089714733836,7.68285457251819e-06,-0.023513693828773,-5.62977735235142e-06
3.42,25.7259870407923,1.40900362257668e-05,0.265432403049519,8.36909201849569e-06,-0.0248719506592597,-6.12880575338037e-06
3.44,25.7273996119384,9.89490527203429e-06,0.274686798108169,9.03654241031679e-06,-0.0262447929061369,-6.61682335740067e-06
3.46,25.7288226548493,5.66741277197025e-06,0.283832852074045,9.6837118958022e-06,-0.0276291373406344,-7.09277844401773e-06
3.48,25.7302530910301,1.41430303379764e-06,0.292850669492453,1.03091600360943e-05,-0.0290218768080799,-7.55565193335141e-06
3.5,25.7316878474288,-2.85761104024118e-06,0.301720557148444,1.09115041441647e-05,-0.0304198872134302,-8.00446066563149e-06
3.52,25.7331238623222,-7.1414506042089e-06,0.310423069023424,1.14894227472507e-05,-0.0318200345907065,-8.43825945272837e-06
3.54,25.73455809168,-1.1430324809325e-05,0.318939053969272,1.20416553341025e-05,-0.0332191828402949,-8.85614328851554e-06
3.56,25.7359875151784,-1.57173328148019e-05,0.327249692535001,1.25670055796793e-05,-0.0346142012183884,-9.25724696196938e-06
3.58,25.7374091418446,-1.99955762365533e-05,0.335336532817017,1.30643444426337e-05,-0.0360019716451092,-9.640746207498e-06
3.6,25.7388200150059,-2.42581255385232e-05,0.343181522841664,1.35326180106116e-05,-0.0373793954882586,-1.00058576512319e-05
3.62,25.7402172165316,-2.84980183931083e-05,0.350767045133992,1.3970847673322e-05,-0.0387433998643126,-1.03518403467934e-05
3.64,25.7415978705321,-3.27082891651287e-05,0.358075956779683,1.43781313334472e-05,-0.0400909436353097,-1.06779980389467e-05
